User-ID,ISBN,Predicted-Rating,Actual-Rating,Rating Difference,Difference Direction,,,,,,
171078,515126489,7.425,7,0.425,-1,,,,,,
197659,051510003X,7.7,7,0.7,-1,,,,,,
216012,446610550,8.15,7,1.15,-1,,,,,,
219321,892964723,7.575,7,0.575,-1,,,,,,
227282,312243022,8.075,7,1.075,-1,,,,,,
238921,786814446,7.65,7,0.65,-1,,,,,,
245150,345337662,7.075,7,0.075,-1,,,,,,
262902,786708670,6.625,7,0.375,1,,,,,,
269113,440216974,7.35,7,0.35,-1,,,,,,
269378,9505118678,7.375,7,0.375,-1,,,,,,
269566,449214281,7.475,7,0.475,-1,,,,,,
272482,854110399,8.275,7,1.275,-1,,,,,,
275020,449205436,7.8,7,0.8,-1,,,,,,
10544,307123332,7.325,8,0.675,1,,,,,,
11676,743467523,7.95,8,0.05,1,,,,,,
12982,380752948,7.85,8,0.15,1,,,,,,
16795,451209540,7.425,8,0.575,1,,,,,,
16795,806968427,7.55,8,0.45,1,,,,,,
16795,805066128,7.55,8,0.45,1,,,,,,
23902,385283741,7.475,8,0.525,1,,,,,,
48025,451459156,7.675,8,0.325,1,,,,,,
52350,590353403,8.575,8,0.575,-1,,,,,,
52917,61097861,8.35,8,0.35,-1,,,,,,
57369,380816849,7.675,8,0.325,1,,,,,,
57369,380816849,7.675,8,0.325,1,,,,,,
62966,385333412,7.45,8,0.55,1,,,,,,
64155,679442790,7.975,8,0.025,1,,,,,,
64241,553278215,7.925,8,0.075,1,,,,,,
65368,449005909,7.7,8,0.3,1,,,,,,
69078,393317552,7.75,8,0.25,1,,,,,,
71831,345366301,7.675,8,0.325,1,,,,,,
81560,786914041,7.35,8,0.65,1,,,,,,
88693,688086640,7.825,8,0.175,1,,,,,,
103445,821733931,7.9,8,0.1,1,,,,,,
111637,1400031362,8.35,8,0.35,-1,,,,,,
120696,446525537,7.8,8,0.2,1,,,,,,
123056,590425919,7.2,8,0.8,1,,,,,,
126726,312950586,7.45,8,0.55,1,,,,,,
126726,312950586,7.45,8,0.55,1,,,,,,
131855,076790592X,7.925,8,0.075,1,,,,,,
133418,262111152,7.75,8,0.25,1,,,,,,
137588,156000520,7.4,8,0.6,1,,,,,,
146113,671028383,7.65,8,0.35,1,,,,,,
164828,505525089,7.35,8,0.65,1,,,,,,
175276,590472305,7.45,8,0.55,1,,,,,,
178558,044023722X,7.8,8,0.2,1,,,,,,
187110,1590710169,7.725,8,0.275,1,,,,,,
189558,425154092,6.95,8,1.05,1,,,,,,
204864,055320064X,8.3,8,0.3,-1,,,,,,
212775,452269571,7.2,8,0.8,1,,,,,,
235442,8495501198,7.55,8,0.45,1,,,,,,
242640,688165281,7.875,8,0.125,1,,,,,,
257302,590484052,7.925,8,0.075,1,,,,,,
269557,60571314,7.55,8,0.45,1,,,,,,
269557,60571314,7.55,8,0.45,1,,,,,,
272482,186450062X,8.125,8,0.125,-1,,,,,,
6789,446365386,7.675,9,1.325,1,,,,,,
12917,130314803,7.625,9,1.375,1,,,,,,
42323,553107305,7.2,9,1.8,1,,,,,,
53365,743467523,8.425,9,0.575,1,,,,,,
55892,60158638,7.65,9,1.35,1,,,,,,
60244,399150838,7.325,9,1.675,1,,,,,,
67840,743454146,7.75,9,1.25,1,,,,,,
76148,8401491029,7.85,9,1.15,1,,,,,,
95986,671746065,7.425,9,1.575,1,,,,,,
98391,316097500,8.525,9,0.475,1,,,,,,
104636,515090174,7.8,9,1.2,1,,,,,,
113241,751525464,8.275,9,0.725,1,,,,,,
134797,451211014,7.675,9,1.325,1,,,,,,
135776,812521390,7.925,9,1.075,1,,,,,,
147678,553259628,7.575,9,1.425,1,,,,,,
171118,807014257,7.525,9,1.475,1,,,,,,
187256,440514428,7.05,9,1.95,1,,,,,,
196282,671000314,7.475,9,1.525,1,,,,,,
197687,380727293,7.725,9,1.275,1,,,,,,
207670,1551669153,7.675,9,1.325,1,,,,,,
230522,307118479,7.7,9,1.3,1,,,,,,
242006,140293450,7.9,9,1.1,1,,,,,,
242006,140293450,7.9,9,1.1,1,,,,,,
246959,553583565,6.85,9,2.15,1,,,,,,
254160,038533334X,7.95,9,1.05,1,,,,,,
259517,1580050158,8.05,9,0.95,1,,,,,,
265313,142002267,7.375,9,1.625,1,,,,,,
11676,1575669056,7.825,10,2.175,1,,,,,,
16504,1563893339,7.5,10,2.5,1,,,,,,
38034,60256672,7.775,10,2.225,1,,,,,,
43842,553255762,7.6,10,2.4,1,,,,,,
52614,312932804,8.55,10,1.45,1,,,,,,
56959,517539284,7.925,10,2.075,1,,,,,,
67354,451194861,7.725,10,2.275,1,,,,,,
69697,843950501,8.025,10,1.975,1,,,,,,
78553,553258524,7.825,10,2.175,1,,,,,,
96825,252006860,8.4,10,1.6,1,,,,,,
98391,399152202,8.75,10,1.25,1,,,,,,
98391,765303906,8.75,10,1.25,1,,,,,,
102702,045121028X,7.6,10,2.4,1,,,,,,
107244,553211285,7.775,10,2.225,1,,,,,,
114210,671011375,7.825,10,2.175,1,,,,,,
140758,1887128611,7.9,10,2.1,1,,,,,,
153662,517695065,8.475,10,1.525,1,,,,,,
155141,140235396,8.5,10,1.5,1,,,,,,
156432,312420315,7.725,10,2.275,1,,,,,,
157630,595177670,7.65,10,2.35,1,,,,,,
167471,517547112,7.7,10,2.3,1,,,,,,
167813,553268252,7.65,10,2.35,1,,,,,,
179288,038000321X,8,10,2,1,,,,,,
179718,553576798,8.35,10,1.65,1,,,,,,
189334,891453377,6.775,10,3.225,1,,,,,,
193560,571103995,7.35,10,2.65,1,,,,,,
196077,786869429,7.45,10,2.55,1,,,,,,
218121,689713703,7.7,10,2.3,1,,,,,,
220278,385143567,7.6,10,2.4,1,,,,,,
221687,451181379,7.425,10,2.575,1,,,,,,
225996,553262505,7.55,10,2.45,1,,,,,,
237990,1551668084,7.275,10,2.725,1,,,,,,
237990,1551668084,7.275,10,2.725,1,,,,,,
254289,842329269,7.95,10,2.05,1,,,,,,
255092,156787326,8,10,2,1,,,,,,
270838,679403922,7.775,10,2.225,1,,,,,,
274301,440206154,7.925,10,2.075,1,,,,,,
