User-ID,ISBN,Predicted-Rating,Actual-Rating,Rating Difference,Difference Direction,,,,,,
130554,374327734,7.775,7,0.775,-1,,,,,,
150424,446314021,8,7,1,-1,,,,,,
34087,61031070,7.2,7,0.2,-1,,,,,,
250303,345445848,7.175,7,0.175,-1,,,,,,
230997,465045405,7.975,7,0.975,-1,,,,,,
30276,373834608,6.925,7,0.075,1,,,,,,
219321,892964723,7.575,7,0.575,-1,,,,,,
149870,747232377,7.825,7,0.825,-1,,,,,,
207259,042517736X,7.775,7,0.775,-1,,,,,,
163319,553287346,7.625,7,0.625,-1,,,,,,
110076,393022358,8.375,7,1.375,-1,,,,,,
29915,962726303,7.2,7,0.2,-1,,,,,,
224241,3442541689,7.3,7,0.3,-1,,,,,,
12100,449911535,7.825,7,0.825,-1,,,,,,
217673,60936932,7.925,7,0.925,-1,,,,,,
177458,671797476,7.35,7,0.35,-1,,,,,,
138330,140060898,7.3,7,0.3,-1,,,,,,
54898,039914255X,7.75,7,0.75,-1,,,,,,
50165,971880107,8.175,7,1.175,-1,,,,,,
31556,448095041,7.25,7,0.25,-1,,,,,,
141805,345413091,7.425,7,0.425,-1,,,,,,
12835,3442720303,7.925,7,0.925,-1,,,,,,
192607,553379615,7.35,7,0.35,-1,,,,,,
42355,140237895,7.125,7,0.125,-1,,,,,,
92156,140092323,7.425,7,0.425,-1,,,,,,
187747,515046000,7.6,7,0.6,-1,,,,,,
245674,1883518008,7,7,0,0,,,,,,
95923,590433423,7.5,7,0.5,-1,,,,,,
11224,393046974,7.55,7,0.55,-1,,,,,,
29915,962726303,7.2,7,0.2,-1,,,,,,
269566,449214281,7.475,7,0.475,-1,,,,,,
183101,446613061,8.175,7,1.175,-1,,,,,,
135895,553380281,7.825,7,0.825,-1,,,,,,
71470,816011443,8.1,7,1.1,-1,,,,,,
153723,380808315,8.5,7,1.5,-1,,,,,,
163319,553287346,7.625,7,0.625,-1,,,,,,
266056,929634063,7.525,7,0.525,-1,,,,,,
32034,446394521,7,7,0,0,,,,,,
187747,515046000,7.6,7,0.6,-1,,,,,,
37471,425192938,7.9,7,0.9,-1,,,,,,
217740,8441403953,7.825,7,0.825,-1,,,,,,
54898,039914255X,7.75,7,0.75,-1,,,,,,
5582,380812029,8.025,8,0.025,-1,,,,,,
267592,525947647,7.65,8,0.35,1,,,,,,
30735,553578308,7.175,8,0.825,1,,,,,,
98391,765305550,8.75,8,0.75,-1,,,,,,
236112,452283035,7.4,8,0.6,1,,,,,,
66556,451190491,7.55,8,0.45,1,,,,,,
82182,3423122145,7.4,8,0.6,1,,,,,,
5582,821771116,7.9,8,0.1,1,,,,,,
84897,618001999,7.9,8,0.1,1,,,,,,
98391,312283962,8.525,8,0.525,-1,,,,,,
209756,689713703,7.475,8,0.525,1,,,,,,
266283,446613436,7.9,8,0.1,1,,,,,,
202046,8423310353,7.475,8,0.525,1,,,,,,
23872,531085880,7.425,8,0.575,1,,,,,,
146530,738207411,7.625,8,0.375,1,,,,,,
182157,157912061X,8.35,8,0.35,-1,,,,,,
64954,038533303X,7.7,8,0.3,1,,,,,,
250405,312925581,7.15,8,0.85,1,,,,,,
56157,679745203,8.15,8,0.15,-1,,,,,,
119567,031219482X,7.95,8,0.05,1,,,,,,
114143,6550576,7.875,8,0.125,1,,,,,,
21014,316569321,7.55,8,0.45,1,,,,,,
48025,345441036,7.75,8,0.25,1,,,,,,
67547,312313829,7.925,8,0.075,1,,,,,,
14422,380802937,7.625,8,0.375,1,,,,,,
129851,571190766,7.875,8,0.125,1,,,,,,
85185,449221180,7.725,8,0.275,1,,,,,,
105298,380015811,7.875,8,0.125,1,,,,,,
16877,553225855,7.425,8,0.575,1,,,,,,
50797,349101779,8.2,8,0.2,-1,,,,,,
211231,425145301,7.225,8,0.775,1,,,,,,
16634,517562278,7.425,8,0.575,1,,,,,,
496,055356451X,7.775,8,0.225,1,,,,,,
148662,64407683,7.7,8,0.3,1,,,,,,
138995,61098035,7.45,8,0.55,1,,,,,,
139070,316779237,7.5,8,0.5,1,,,,,,
168245,380892847,7.35,8,0.65,1,,,,,,
212775,452269571,7.2,8,0.8,1,,,,,,
172167,786881887,7.6,8,0.4,1,,,,,,
189474,440241073,6.85,8,1.15,1,,,,,,
30511,440224608,7.075,8,0.925,1,,,,,,
81560,879978201,7.375,8,0.625,1,,,,,,
44727,038531258X,7.6,8,0.4,1,,,,,,
168276,3442449146,7.75,9,1.25,1,,,,,,
208406,446605484,7.325,9,1.675,1,,,,,,
91882,679603352,7.525,9,1.475,1,,,,,,
46443,803709048,7.975,9,1.025,1,,,,,,
98391,345453808,8.525,9,0.475,1,,,,,,
26544,345441265,8.2,9,0.8,1,,,,,,
140232,3442729785,8.225,9,0.775,1,,,,,,
213628,031285272X,7.425,9,1.575,1,,,,,,
165253,345417623,7.1,9,1.9,1,,,,,,
98391,380978547,8.7,9,0.3,1,,,,,,
78438,380789019,8.25,9,0.75,1,,,,,,
138351,446532452,7.925,9,1.075,1,,,,,,
139356,892838469,8.125,9,0.875,1,,,,,,
197687,380727293,7.725,9,1.275,1,,,,,,
216683,050552337X,8.1,9,0.9,1,,,,,,
76942,451158237,8.075,9,0.925,1,,,,,,
259399,312977840,7.9,9,1.1,1,,,,,,
60244,1400034779,7.45,9,1.55,1,,,,,,
271460,671004573,7.875,9,1.125,1,,,,,,
271705,156001314,7.7,9,1.3,1,,,,,,
68436,671431293,7.875,9,1.125,1,,,,,,
259260,380800608,8.025,9,0.975,1,,,,,,
183995,836218450,7.55,10,2.45,1,,,,,,
225595,553576429,7.5,10,2.5,1,,,,,,
70183,880381752,7.95,10,2.05,1,,,,,,
11676,553268449,7.625,10,2.375,1,,,,,,
153662,743420373,8.475,10,1.525,1,,,,,,
234948,60929510,7.75,10,2.25,1,,,,,,
62868,684853701,7.425,10,2.575,1,,,,,,
240543,823025772,8.2,10,1.8,1,,,,,,
30994,786884142,7.2,10,2.8,1,,,,,,
183187,449224767,8.175,10,1.825,1,,,,,,
258913,3442058414,8.025,10,1.975,1,,,,,,
73330,312983824,7.625,10,2.375,1,,,,,,
274061,505523728,8.025,10,1.975,1,,,,,,
26583,671468642,8,10,2,1,,,,,,
179734,385335881,7.875,10,2.125,1,,,,,,
36606,448190788,7.7,10,2.3,1,,,,,,
165728,671722778,7.2,10,2.8,1,,,,,,
51450,345469550,8.325,10,1.675,1,,,,,,
231857,034017420X,7.825,10,2.175,1,,,,,,
11676,1575669056,7.825,10,2.175,1,,,,,,
238961,084311438X,7.75,10,2.25,1,,,,,,
114742,345396936,7.875,10,2.125,1,,,,,,
109574,081461311X,7.9,10,2.1,1,,,,,,
140758,1887128611,7.9,10,2.1,1,,,,,,
137222,312874413,7.325,10,2.675,1,,,,,,
76499,20209851,8.15,10,1.85,1,,,,,,
143253,60266864,7.45,10,2.55,1,,,,,,
239584,345361792,7.775,10,2.225,1,,,,,,
139359,316666343,7.55,10,2.45,1,,,,,,
160571,142001740,8,10,2,1,,,,,,
56399,766151603,8.25,10,1.75,1,,,,,,
94984,312422156,7.675,10,2.325,1,,,,,,
125203,451158717,7.35,10,2.65,1,,,,,,
30994,786884142,7.2,10,2.8,1,,,,,,
174683,345350049,7.175,10,2.825,1,,,,,,
109107,895298406,7.85,10,2.15,1,,,,,,
63714,552145726,7.825,10,2.175,1,,,,,,
54576,910621829,8.05,10,1.95,1,,,,,,
225595,553576429,7.5,10,2.5,1,,,,,,
51450,345469550,8.325,10,1.675,1,,,,,,
90174,671721097,7.775,10,2.225,1,,,,,,
