User-ID,ISBN,Predicted-Rating,Actual-Rating,Rating Difference,Difference Direction,,,,,,
90694,3548304087,8,7,1,-1,,,,,,
120137,140077022,7.85,7,0.85,-1,,,,,,
226879,812516826,7.3,7,0.3,-1,,,,,,
87141,553263870,7.425,7,0.425,-1,,,,,,
11224,440220602,7.625,7,0.625,-1,,,,,,
149168,60922532,7.775,7,0.775,-1,,,,,,
92810,446609145,7.425,7,0.425,-1,,,,,,
60978,440408075,7.375,7,0.375,-1,,,,,,
217673,60936932,7.925,7,0.925,-1,,,,,,
36817,014100374X,7.6,7,0.6,-1,,,,,,
87747,1587880431,7.7,7,0.7,-1,,,,,,
208605,006099486X,7.25,7,0.25,-1,,,,,,
42355,140237895,7.125,7,0.125,-1,,,,,,
225232,140430555,7.475,7,0.475,-1,,,,,,
154928,080071816X,8.175,7,1.175,-1,,,,,,
61901,767915054,7.55,7,0.55,-1,,,,,,
74286,316899984,8.275,8,0.275,-1,,,,,,
68827,373201869,7.85,8,0.15,1,,,,,,
43910,312283709,7.5,8,0.5,1,,,,,,
161843,3596148464,8.125,8,0.125,-1,,,,,,
57935,1573225789,7.95,8,0.05,1,,,,,,
60244,375760253,7.325,8,0.675,1,,,,,,
16634,517562278,7.425,8,0.575,1,,,,,,
57369,380816849,7.675,8,0.325,1,,,,,,
169438,425158632,7.25,8,0.75,1,,,,,,
98391,312283962,8.525,8,0.525,-1,,,,,,
2776,1558744630,7.725,8,0.275,1,,,,,,
104636,038547721X,7.95,8,0.05,1,,,,,,
105677,038079246X,7.9,8,0.1,1,,,,,,
235105,525947140,7.725,8,0.275,1,,,,,,
257204,880387262,7.9,8,0.1,1,,,,,,
225232,1857880781,7.3,8,0.7,1,,,,,,
11676,684863197,7.8,8,0.2,1,,,,,,
271622,60988827,7.725,8,0.275,1,,,,,,
277042,312283709,7.55,8,0.45,1,,,,,,
129008,375726241,7.85,8,0.15,1,,,,,,
226553,789480344,7.625,8,0.375,1,,,,,,
105677,038079246X,7.9,8,0.1,1,,,,,,
16795,806968427,7.55,8,0.45,1,,,,,,
2776,1558744630,7.725,8,0.275,1,,,,,,
254899,425067815,8.025,8,0.025,-1,,,,,,
11676,671759213,7.775,8,0.225,1,,,,,,
36965,553586122,7.725,8,0.275,1,,,,,,
28731,316678104,7.725,8,0.275,1,,,,,,
13552,373483902,7.875,8,0.125,1,,,,,,
11676,752837583,7.95,8,0.05,1,,,,,,
166685,671001795,7.425,8,0.575,1,,,,,,
247429,842358897,7,8,1,1,,,,,,
31050,425184692,7.1,8,0.9,1,,,,,,
30511,451167716,7.2,8,0.8,1,,,,,,
11676,571141676,7.725,8,0.275,1,,,,,,
13552,373483902,7.875,8,0.125,1,,,,,,
51184,3442450799,8.45,8,0.45,-1,,,,,,
191452,714525804,6.625,8,1.375,1,,,,,,
257204,880387262,7.9,8,0.1,1,,,,,,
83431,60989157,7.825,8,0.175,1,,,,,,
114143,6550576,7.875,8,0.125,1,,,,,,
11676,590623842,7.725,9,1.275,1,,,,,,
73265,886777631,7.85,9,1.15,1,,,,,,
245001,2070375161,7,9,2,1,,,,,,
95359,425050017,7.525,9,1.475,1,,,,,,
272988,345466632,8.2,9,0.8,1,,,,,,
14393,671742760,7.525,9,1.475,1,,,,,,
30261,080075137X,7.075,9,1.925,1,,,,,,
95452,1569552797,7.3,9,1.7,1,,,,,,
260944,553104241,7.575,9,1.425,1,,,,,,
171118,807014257,7.525,9,1.475,1,,,,,,
147847,671883224,7.6,9,1.4,1,,,,,,
271705,156001314,7.7,9,1.3,1,,,,,,
6532,553379267,7.75,9,1.25,1,,,,,,
265313,142002267,7.375,9,1.625,1,,,,,,
7346,440234743,7.8,9,1.2,1,,,,,,
11676,20518501,7.7,9,1.3,1,,,,,,
24186,60392452,7.525,9,1.475,1,,,,,,
216879,684871580,7.9,9,1.1,1,,,,,,
98391,380978547,8.7,9,0.3,1,,,,,,
105028,140374558,7.9,9,1.1,1,,,,,,
253964,316781010,7.9,9,1.1,1,,,,,,
192462,425186865,7.475,9,1.525,1,,,,,,
88733,786861495,7.9,9,1.1,1,,,,,,
171118,517187213,7.425,9,1.575,1,,,,,,
55892,60158638,7.65,9,1.35,1,,,,,,
141601,207073269X,7.85,9,1.15,1,,,,,,
262357,1566195667,6.8,9,2.2,1,,,,,,
60244,399150838,7.325,9,1.675,1,,,,,,
98391,765300990,8.75,9,0.25,1,,,,,,
239584,1570613370,7.725,10,2.275,1,,,,,,
28177,425179613,7.825,10,2.175,1,,,,,,
203075,689306474,7.925,10,2.075,1,,,,,,
162639,1558533893,7.75,10,2.25,1,,,,,,
227250,1551669633,7.675,10,2.325,1,,,,,,
110700,345402871,8.375,10,1.625,1,,,,,,
21659,836217063,6.9,10,3.1,1,,,,,,
115003,865431337,7.975,10,2.025,1,,,,,,
59266,786885572,7.55,10,2.45,1,,,,,,
203764,345402871,8,10,2,1,,,,,,
156432,312420315,7.725,10,2.275,1,,,,,,
228206,767910036,7.8,10,2.2,1,,,,,,
98391,345435745,8.525,10,1.475,1,,,,,,
3675,9504604730,7.875,10,2.125,1,,,,,,
258913,3442058414,8.025,10,1.975,1,,,,,,
63625,446310786,7.6,10,2.4,1,,,,,,
197659,553293370,7.925,10,2.075,1,,,,,,
242465,068481353X,7.75,10,2.25,1,,,,,,
39281,312313810,7.425,10,2.575,1,,,,,,
259901,441328008,8.125,10,1.875,1,,,,,,
94984,312422156,7.675,10,2.325,1,,,,,,
268110,140373373,7.525,10,2.475,1,,,,,,
260699,1566196256,7.65,10,2.35,1,,,,,,
140758,1887128611,7.9,10,2.1,1,,,,,,
102702,373834691,7.425,10,2.575,1,,,,,,
83287,451192001,7.85,10,2.15,1,,,,,,
67627,345272609,7.8,10,2.2,1,,,,,,
95359,440902274,7.375,10,2.625,1,,,,,,
59266,786885572,7.55,10,2.45,1,,,,,,
121606,1563890119,7.925,10,2.075,1,,,,,,
138097,1402701942,7.9,10,2.1,1,,,,,,
189334,892819812,6.775,10,3.225,1,,,,,,
59656,60540893,7.15,10,2.85,1,,,,,,
24458,3442359058,7.375,10,2.625,1,,,,,,
182101,1568842228,8.425,10,1.575,1,,,,,,
150979,765108291,7.925,10,2.075,1,,,,,,
29209,618219021,7.55,10,2.45,1,,,,,,
114742,345396936,7.875,10,2.125,1,,,,,,
182086,446300578,8.4,10,1.6,1,,,,,,
196728,877733880,7.75,10,2.25,1,,,,,,
