User-ID,ISBN,Predicted-Rating,Actual-Rating,Rating Difference,Difference Direction,,,,,,
234828,425140946,7.775,8,0.225,1,,,,,,
100578,192837028,7.35,8,0.65,1,,,,,,
144062,031242227X,7.375,8,0.625,1,,,,,,
165308,743406184,7.325,8,0.675,1,,,,,,
44845,553291009,7.65,8,0.35,1,,,,,,
162095,451088816,8.05,8,0.05,-1,,,,,,
62966,385333412,7.45,8,0.55,1,,,,,,
99720,385318782,8.225,8,0.225,-1,,,,,,
180416,440409942,8.525,8,0.525,-1,,,,,,
222254,375760911,7.425,8,0.575,1,,,,,,
134483,156787334,7.7,8,0.3,1,,,,,,
55493,1875284028,8.05,8,0.05,-1,,,,,,
253821,1401012388,7.925,8,0.075,1,,,,,,
39227,941397041,7.675,8,0.325,1,,,,,,
147649,2070408418,7.625,8,0.375,1,,,,,,
54898,088436996X,8.075,9,0.925,1,,,,,,
52199,375401598,8.425,9,0.575,1,,,,,,
46443,803709048,7.975,9,1.025,1,,,,,,
84164,345353145,7.975,9,1.025,1,,,,,,
81015,312890044,7.225,9,1.775,1,,,,,,
251495,140376283,7,9,2,1,,,,,,
176526,1563896656,7.5,9,1.5,1,,,,,,
135296,671744216,7.775,9,1.225,1,,,,,,
179718,671873202,8.6,9,0.4,1,,,,,,
159033,399144463,7.8,9,1.2,1,,,,,,
76626,64410137,8.225,9,0.775,1,,,,,,
98391,743204840,8.85,9,0.15,1,,,,,,
257947,743430344,7.85,9,1.15,1,,,,,,
198784,451401387,7.85,9,1.15,1,,,,,,
252071,671024809,7,9,2,1,,,,,,
98686,553564978,8.9,9,0.1,1,,,,,,
53365,743467523,8.425,9,0.575,1,,,,,,
208376,446517259,7.375,9,1.625,1,,,,,,
113334,451204506,8.1,9,0.9,1,,,,,,
104636,515119202,7.8,9,1.2,1,,,,,,
14374,553273914,7.5,9,1.5,1,,,,,,
196282,671000314,7.475,9,1.525,1,,,,,,
200206,345368754,6.975,9,2.025,1,,,,,,
138578,930044819,7.925,9,1.075,1,,,,,,
170845,515111317,7.425,9,1.575,1,,,,,,
155669,972210375X,8.175,9,0.825,1,,,,,,
245827,439097002,7.275,10,2.725,1,,,,,,
160571,142001740,8,10,2,1,,,,,,
208410,140504354,7.25,10,2.75,1,,,,,,
130474,385510438,7.85,10,2.15,1,,,,,,
235105,385512104,7.65,10,2.35,1,,,,,,
14079,1843650371,7.4,10,2.6,1,,,,,,
199336,1565048830,7.65,10,2.35,1,,,,,,
25601,618056653,7.975,10,2.025,1,,,,,,
109107,393312836,7.925,10,2.075,1,,,,,,
258913,359628368X,8.1,10,1.9,1,,,,,,
129345,671729446,7.75,10,2.25,1,,,,,,
49155,743417178,8.125,10,1.875,1,,,,,,
76499,20209851,8.15,10,1.85,1,,,,,,
11676,786500409,8.025,10,1.975,1,,,,,,
113557,3772518990,8.225,10,1.775,1,,,,,,
149893,307130924,7.925,10,2.075,1,,,,,,
149907,836280059,7.8,10,2.2,1,,,,,,
113983,1884731112,8.275,10,1.725,1,,,,,,
259901,441328008,8.125,10,1.875,1,,,,,,
122429,804821232,7.525,10,2.475,1,,,,,,
122660,3570300730,7.575,10,2.425,1,,,,,,
146348,684824892,7.725,10,2.275,1,,,,,,
59656,60540893,7.15,10,2.85,1,,,,,,
245827,439097002,7.275,10,2.725,1,,,,,,
30531,081631649X,7.525,10,2.475,1,,,,,,
278582,157566254X,7.4,10,2.6,1,,,,,,
180378,385199570,8.25,10,1.75,1,,,,,,
254206,425042367,8.025,10,1.975,1,,,,,,
242465,068481353X,7.75,10,2.25,1,,,,,,
21659,836217063,6.9,10,3.1,1,,,,,,
51526,684872153,8.525,10,1.475,1,,,,,,
111495,1853260282,8.325,10,1.675,1,,,,,,
68555,380726041,7.9,10,2.1,1,,,,,,
225199,385418868,7.575,10,2.425,1,,,,,,
26084,618154566,7.95,10,2.05,1,,,,,,
38763,439064872,7.6,10,2.4,1,,,,,,
